Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Euro area,EMU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238855.81,246386,254819.97,263567.94,280005.46,309700.27,323971.14,341994.77,357571.17,373509.14,381371.14,397398.39,413718.92,421374.26,430422.04,424742.42,425952.81,425460.43,414171.55,
Eritrea,ERI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,6.68,12.33,14.3,11.69,11.76,19.12,16.55,9.5,5.96,10.47,12.93,6.25,10.52,7.45,10.67,8.7,13.65,21.37,
Spain,ESP,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24974.54,26436.54,28163.47,29296.77,31810.04,35877.12,39379.36,42297.4,44191.24,47338.3,48988.91,52255.99,54627.9,54909.58,56559.76,55147.04,55514.33,55432.15,54536.59,
Estonia,EST,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.56,520.4,506.01,566.38,633.93,712.32,872.88,1065.71,1133.18,1149.79,1400.31,1406.07,1501.17,1463.31,1690.56,1578.23,1555.17,1559,1414.72,
Ethiopia,ETH,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.04,169.68,201.12,210.33,212.02,223.04,277.3,336.85,362.02,414.53,446.26,505.4,649.65,787.09,1026.77,1041.68,1172.08,1657.99,1994.44,
European Union,EUU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289120.62,298686.46,309136.88,320240.36,341046.71,376760.04,393954.02,416809.27,437580.39,457380.81,469504.83,489695.69,511014.82,521686.4,536381.7,533692.6,535925.58,536753,524444.25,
Fragile and conflict affected situations,FCS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608.17886510603,3697.17894957517,3875.98108372283,4299.00228548455,4502.27257708812,5202.37790955462,6100.3422597959,6580.67836666312,7116.08922500636,8172.05276270342,8838.41152208226,8954.14432111852,9139.00122312546,9382.16369497229,10107.1414355888,10004.2488525102,11159.6255681947,13020.3614386841,18436.1810440857,
Finland,FIN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442.32,7774.78,7838.31,8015.51,8733.97,9159.19,9269.05,9448.99,9630.91,10002.57,10027.04,10307.81,10520.43,10849.07,11314.67,10942.46,11106.38,10768.81,10598.94,
Fiji,FJI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.32,38.6,35.81,44.13,58.67,58.83,84.81,85.21,66.87,65.84,64.98,64.93,64.55,81.77,116.45,99.52,162.66,135.47,139.78,
France,FRA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49691.91,50482.24,51160.55,52176.13,54779.77,59245.82,61833.74,63610.5,66459.77,68273.77,68745.84,70612.25,72628.77,73631.77,73299.07,71925.79,71028.47,70100.94,66352.18,
Faroe Islands,FRO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,1.08,0,2.26,2.4,7.96,2,8.38,4.31,3.04,14.18,4.94,4.63,5.85,3.33,6.75,3.81,6.58,4.37,
Gabon,GAB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.61,28.85,29.88,26.4,31.45,49.89,41.7,33.15,41.28,51.45,42.93,57.18,50.85,54.72,59.99,63.66,60.97,62.92,63.78,
United Kingdom,GBR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77244.9,73779.92,74814.46,75564.08,79249.97,84940.1,88142.47,91212.76,91357.74,93803.37,93791.51,95820.1,98144.92,99228.41,99384.79,99616.02,99366.17,99128.72,97680.9,
Georgia,GEO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.84,226.97,251.47,244.01,295.08,415.56,430.8,354.3,394.36,428.38,340.43,472.67,442.4,463.93,472.09,494.82,620.93,547.49,550.41,
Ghana,GHA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.62,116.26,146.22,148.73,172.48,184.89,196.46,239.77,270.87,326.12,363.82,424.26,526.68,591.89,645.63,782.83,1009.55,1074.54,1275.99,
Gibraltar,GIB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,14.28,10.4,5.66,10.91,7.02,15.78,14.11,12.04,11.83,11.55,11.4,11.73,10.51,22.01,29.96,38.44,38.02,27.84,
"Gambia, The",GMB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.79,35.31,25.9,30.79,36.92,35.85,44.67,36.46,43.22,37.72,44.89,33.81,36.78,46.59,47.02,43.15,48.02,47.17,33.83,
Guinea-Bissau,GNB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,2.23,5.09,8.01,10.64,9.39,5.74,12.14,6.29,8.29,5.8,10.38,12.8,12.09,17.69,9.71,11.19,16.33,15.01,
Equatorial Guinea,GNQ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.67,0.46,0.82,4.1,0.74,3.22,3.3,1.23,4.29,3.68,2.01,2.32,2.31,2.36,4.28,4.99,3.33,2.6,
Greece,GRC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292.2,5744.89,6428,6754.36,7956.45,9226.77,10605.54,11151.57,11817.55,12102.77,11994.49,11958.26,11924.42,11881.18,11664.94,11237.15,11156.77,10986.92,10906.99,
Grenada,GRD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,3.79,2.42,5.4,4.18,4.69,12.48,21.64,22.75,18.53,17.49,25.68,30.47,35.16,57.36,33.25,36.13,53.06,46.17,
Greenland,GRL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.91,10.28,11.86,12.81,28.53,16.39,14.22,15.41,15.94,11.79,21.4,18.64,25.44,31.74,23.77,29.92,23.09,24.29,30,
Guatemala,GTM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.52,23.62,23.58,26.71,27.55,44.75,34.47,30.89,34.57,54.33,52.25,44.8,67.74,73.86,65.67,83.29,86.16,103.77,99.89,
Guam,GUM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.27,8.31,7.86,7.29,11.3,19.19,10.14,10.95,10.07,9.98,20.13,11.15,13.39,13.74,13.11,9.85,13.07,15.74,13.7,
High income,HIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900285.096663481,911085.741156428,946034.300439628,980518.402933326,1049743.34516725,1151915.20149716,1189313.8956425,1234787.4469761,1265566.43211395,1304899.51780507,1339907.34398976,1394521.61668665,1430424.15032613,1451293.97235909,1476515.87166736,1466397.61627722,1468095.36573535,1475027.14195224,1450445.77223241,
"Hong Kong SAR, China",HKG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,7.95,10.37,10.78,12.46,14.02,11.33,12.07,17.73,17.07,23.63,19.09,26.74,19.55,26.87,30.85,33.38,43.62,45.1,
Heavily indebted poor countries (HIPC),HPC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509.43127225322,1593.74462567098,1723.97882355886,1925.60137955307,2062.89226419551,2297.03494736263,2601.64649599935,3024.51970488406,3145.21429249856,3446.72,3799.3,4304.46650759665,4658.78447460805,5172.81881215884,5887.6886134593,6343.59532102177,7025.98968567127,7966.9469538351,8868.91568945769,
Croatia,HRV,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.69,1764.98,1978.94,2254.44,2382.48,2899.78,2868.85,3345.26,3575.31,3937.85,3863.66,4431.51,4294.02,4164.84,4014.91,4050.72,3966.92,4227.47,4276.9,
Haiti,HTI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,4.69,6.03,5.6,6.32,8.33,14.05,10.85,7.27,11.67,15.05,18.15,16.54,30.38,38.08,32.87,32.62,41.52,29.18,
Hungary,HUN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4399.5,4411.01,4647.56,4640.53,4875.73,5580.83,5561.03,5877.07,6442.02,6034.26,5910.15,6430.05,6519.56,6299.56,6728.01,6533.46,6473.35,6645.69,6700.92,
IBRD only,IBD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183610.848059083,211997.93939768,226754.799437063,249374.86522462,297117.290086573,361333.15191713,405515.494345633,452368.463245991,514386.564981148,579243.56,634355.182508266,682800.35,708176.17,760162.78,823897.9,866329.18,945276.81,1023350.76881906,1134258.57396341,
IDA & IBRD total,IBT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189367.569014711,218204.177814936,233333.263037889,256601.652173188,305134.779101611,370679.735092229,416435.129226899,465049.854758084,528152.026032994,595202.920445798,652329.314746533,701231.371911146,727677.45569611,781153.703855007,846830.734409181,890225.074062123,972544.635164672,1054254.78463653,1169198.15117054,
IDA total,IDA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5468.86115005772,5871.62131169586,6220.2794671022,6832.83872050517,7545.87784528087,8771.42285774298,10275.7737099608,11964.8797622577,12943.9803439684,15037.0126295214,16966.159671111,18431.0510354002,19501.3725347077,20991.0211976709,22932.9528525813,23896.0031026318,27268.0290762921,30904.3343279004,34939.9787094466,
IDA blend,IDB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274.57372533106,3600.08914231212,3861.02257898009,4023.90584284502,4551.88849653631,5430.74588850227,6461.11767609765,7448.76146299045,8121.52449359807,9701.83,10911.24,11962.45,12142.6,13170.45,14067.46,14583.12,16654.18,18948.27,21699.2,
Indonesia,IDN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.72,326.74,383.99,373.93,456.9,580.13,682.82,689.57,746.01,1085.13,1427.33,1901.49,2088.11,2825.09,3390.49,4623.15,7354.4,14579.71,26947.57,
IDA only,IDX,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.79193819165,2253.99727227969,2339.49838805467,2792.45058180999,2973.30650024932,3313.34523750617,3780.26624010741,4477.79356730747,4779.49864499395,5282.26092973853,5995.54006719782,6468.58198135391,7358.97216376308,7820.76395813032,8865.77431338817,9313.19293942805,10614.1997248671,11956.4456007819,13241.1487923632,
Isle of Man,IMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21770.72,22947.58,24853.47,27295.91,29347.65,33516.09,38515.35,43627.4,48998.11,54797.65,62436.88,74142.9,80493.3,86348.11,96425.77,101813.08,112167.34,121631.31,135787.79,
Not classified,INX,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661.9,2827.14,3037.19,3106.03,3846.32,4739.54,4828.34,5491.29,5762.49,6407.76,6976.23,7319.96,7079.47,7127.84,7194.18,6847.04,7044.16,7108.63,7174.11,
"Iran, Islamic Rep.",IRN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.77,1907.03,2769.16,3838.54,5125.69,7089.89,10032.85,13352.19,17034.49,20696.31,25319.91,31514.73,32103.33,33171.3,36463.16,37229.52,42855.86,46727.38,48305.64,
Iraq,IRQ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.98,92.61,105.64,120.19,92.74,140.61,248,242.15,309.54,373.46,553.68,639.74,825.53,839.22,865.95,894.35,1235.96,2259.36,6073.39,
Iceland,ISL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.51,234.81,305.66,258.25,303.88,359.28,376.74,382.36,422.58,483.54,559.28,544.73,632.94,582.95,596.7,608.6,662.79,629.31,680.89,
Israel,ISR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9245.52,9290.11,9669.6,9844.56,10309.14,10460.49,11009.5,11192.87,11328.61,11173.52,10914.56,11248.86,11622.78,11395.49,12112.79,12048.66,12244.1,12270.41,12234.69,
Italy,ITA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36055.55,37370.98,39082.27,42162.94,44344.85,47752.97,50333.06,54056.39,56157.13,58354.93,58650.95,60453.21,64351.57,67591.55,69720.32,70519.39,70534.27,71485.25,71240.28,
Jamaica,JAM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.93,150.16,147.47,140.02,164.78,140.76,143.46,174.37,213.84,208.18,181.98,202.75,210.75,202.85,209.81,153.19,160.88,166.37,163.85,
Jordan,JOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.64,540.28,593.13,654.22,742.57,785.51,925.57,1073.46,1241.3,1290.98,1448.64,1438.91,1411.59,1437.09,1411.34,1454.47,1710.6,1962.14,2627.29,
Japan,JPN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97047.6,96497.65,98555.05,100691.14,103446.22,111707.84,112126.95,109981.96,108241.42,109131.25,109024.97,111258.23,109643.54,108995.98,105855.88,101306.59,101297.3,101084.19,98792.5,
Kazakhstan,KAZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.17,194.91,216.99,244.56,233.57,242.24,222.31,216.01,231.66,266.89,323.91,380.93,445.67,628.87,934.87,1171.06,1601.18,1958.82,2367.46,
Kenya,KEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.83,403.73,432.13,418,443.44,453.39,488.86,554.96,582.61,699.27,693.92,799.26,789.97,874.67,949.02,961.87,1069.28,1179.58,1246.76,
Kyrgyz Republic,KGZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88,27.97,26.96,20.7,33.11,44.83,51.2,38.24,52.57,33.71,33.83,48.83,50.45,61.43,53.41,51.24,106.78,107.1,137.06,
Cambodia,KHM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15,13.24,23.24,24.71,35.55,35.52,44.75,51.93,53.11,63.68,56.13,72.35,76.5,86.96,94.57,109.36,120.62,120.26,145.74,
Kiribati,KIR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,0,0.11,0,0,1.86,2.12,0,0.33,0.33,0,1,1.05,1.94,1.48,2.17,2.54,0.62,
St. Kitts and Nevis,KNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1,0.34,0.17,0.73,1.96,2.94,1.97,4.16,2.82,4.74,4.76,10.01,12.85,13.95,17.13,21.99,28.32,25.53,
"Korea, Rep.",KOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15905.06,18512.07,20091.98,23608.45,27661.76,31833.9,36859.56,41496.3,44094.48,45913.84,50589.14,53719.87,56267.53,57863.47,60705.29,62645.93,62735.09,63979.21,66376.17,
Kuwait,KWT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.95,519.86,510.48,526.87,560.04,620.39,644.42,724.09,762.03,801.4,744.52,804.28,834.56,881.28,799.38,875.06,825.56,861.13,1003.84,
Latin America & Caribbean (excluding high income),LAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25363.1227835327,27207.0243352811,30388.4601648502,32383.2896725821,35467.7834489721,39822.9105421717,48437.6152311356,51673.348212048,58719.3193217311,63414.24,67684.03,71861.1,77527.37,81038.44,85519.19,86323.01,90598.24,95671.01,99168.16,
Lao PDR,LAO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,7.01,13.29,17.72,37.96,23.81,39.42,28.22,34.59,41.96,42.5,49.51,61.64,71.78,56.12,71.61,88.18,76.98,86.91,
Lebanon,LBN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.65,411.06,372.36,459.13,481.8,558.42,631.07,648.1,729.58,762.95,791.37,873.78,1013.01,1088.88,1206.99,1288.51,1446.98,1537.56,1776.31,
Liberia,LBR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.69,0.5,1.42,1.08,3.55,2.65,2.14,2.33,3.36,9.22,7.85,5.49,7.7,11.56,16.55,24.52,25.39,
Libya,LBY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.74,47.89,40.82,53.55,66.37,79.76,91.25,111.64,132.26,233.71,300.02,128.24,153.28,207.14,190.52,181.28,144.21,172.36,161.9,
St. Lucia,LCA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.63,2.17,0.09,1.58,2.35,3.35,2.54,2.67,2,2.78,5.24,1.25,3.7,0.16,3.11,4.91,2.43,3.81,
